Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	model_prediction	model_long_definition	bertscore_precision	bertscore_recall	bertscore_f1	comet22_score	cometkiwi_score	xcomet_score
antireclamesticker	substantief	1.0	831048	980726	sticker die een bewoner op zijn brievenbus kan plakken om aan te geven dat hij geen ongeadresseerd reclamedrukwerk wil ontvangen	sticker tegen reclamedrukwerk	sticker die een bewoner op zijn brievenbus kan plakken om aan te geven dat hij geen reclamedrukwerk wil ontvangen	sticker die een bewoner op zijn brievenbus kan plakken om aan te geven dat hij geen reclamedrukwerk wil ontvangen	0.9928176999092102	0.9496022462844849	0.9707292318344116	0.8952918648719788	0.7826277017593384	0.9988927841186523
antiverouderingsbier	substantief	1.0	289923	289924	bier dat vitaminen en mineralen bevat die volgens de brouwer het verouderingsproces vertragen	bier dat het verouderingsproces vertraagt	Anti-verouderingsbier is een bier dat het verouderingsproces vertraagt. Anti-verouderingsbieren worden vaak gemaakt met een hoge concentratie antioxidanten, zoals vitamine C en vitamine E. Anti-verouderingsbieren worden vaak geproduceerd met een hoge concentratie antioxidanten, zoals vitamine C en vitamine E. Anti-verouderingsbieren worden vaak geproduceerd met een hoge concentratie antioxidanten, zoals vitamine C en vitamine E.	Anti-verouderingsbier is een bier dat het verouderingsproces vertraagt. Anti-verouderingsbieren worden vaak gemaakt met een hoge concentratie antioxidanten, zoals vitamine C en vitamine E. Anti-verouderingsbieren worden vaak geproduceerd met een hoge concentratie antioxidanten, zoals vitamine C en vitamine E. Anti-verouderingsbieren worden vaak geproduceerd met een hoge concentratie antioxidanten, zoals vitamine C en vitamine E.	0.6238337159156799	0.7125869989395142	0.6652632355690002	0.6326223015785217	0.7881733179092407	0.9333580136299133
antropoceen	substantief	1.0	220208	973293	tijdperk waarin de mens een bepalende invloed op de planeet aarde en zijn ecosystemen heeft	tijdperk waarin de mens grote invloed heeft	Lange definitie: tijdperk waarin de mens grote invloed heeft op het milieu	tijdperk waarin de mens grote invloed heeft op het milieu	0.9077114462852478	0.7988231182098389	0.8497933149337769	0.9163212180137634	0.8195200562477112	1.0
apaiseren	werkwoord	1.0	442810	940100	tot bedaren brengen	rustig maken	'Apaiseren' betekent 'een toestand van rust scheppen'.	'Apaiseren' betekent 'een toestand van rust scheppen'.	0.6099308729171753	0.6600364446640015	0.6339952349662781	0.511757493019104	0.7306460738182068	0.6770375370979309
apicultuur	substantief	1.0	8130	8131	het telen van bijen	bijenteelt	Lange definitie: bijenteelt	bijenteelt	0.7144722938537598	0.6964386701583862	0.7053402066230774	0.5432470440864563	0.46671149134635925	0.7982383966445923
apneusyndroom	substantief	1.0	834612	879571	stoornis waarbij de ademhaling tijdens de slaap meer dan vijfmaal per uur minimaal tien seconden lang wordt onderbroken, waardoor iemand overdag slaperig, moe en vaak ook prikkelbaar is	slaapstoornis waarbij de adem telkens stokt	Lange definitie: slaapstoornis waarbij herhaaldelijk ademstops optreden doordat in het ademhalingscentrum in de hersenen de prikkel om te ademen telkens vermindert of uitvalt	slaapstoornis waarbij herhaaldelijk ademstops optreden doordat in het ademhalingscentrum in de hersenen de prikkel om te ademen telkens vermindert of uitvalt	0.7326259016990662	0.701210618019104	0.7165741324424744	0.7138854265213013	0.7643622159957886	0.5702945590019226
apothekersassistent	substantief	1.0	8236	8237	iemand die voor zijn beroep een apotheker bij diens werkzaamheden ondersteunt, vooral door het afleveren van geneesmiddelen aan de cliënt op doktersvoorschrift en door het aanmaken van medicijnen volgens recept	hulpkracht van een apotheker	iemand die voor zijn beroep een apotheker in diens werkzaamheden ondersteunt, o.m. door afspraken te maken voor spreekuur en visites, en basistaken te verrichten van apothekerstechnische aard	iemand die voor zijn beroep een apotheker in diens werkzaamheden ondersteunt, o.m. door afspraken te maken voor spreekuur en visites, en basistaken te verrichten van apothekerstechnische aard	0.7803158760070801	0.7730016708374023	0.7766415476799011	0.7691649794578552	0.6908676624298096	0.7243292331695557
apparatuur	substantief	1.0	8272	8273	geheel van bij elkaar horende apparaten, toestellen of instrumenten, die eenzelfde functie hebben of voor hetzelfde doel gebruikt worden, zowel in het dagelijks leven, als in de techniek, de wetenschap, etc.	geheel van apparaten	Lange definitie: 'apparatuur' is een samenvatting van alle elektrische, mechanische en elektronische apparaten die in een fabriek of ander bedrijf worden gebruikt.	'apparatuur' is een samenvatting van alle elektrische, mechanische en elektronische apparaten die in een fabriek of ander bedrijf worden gebruikt.	0.7120120525360107	0.6896419525146484	0.7006484866142273	0.7053152322769165	0.7545763850212097	0.327340304851532
appelcompote	substantief	1.0	489135	489136	compote van gekookte of gestoofde appelen, die gegeten wordt als bijgerecht of als nagerecht soort appelcompote	compote van appelen soort appelcompote	Lange definitie: compote van gekookte of gestoofde appelen, die gegeten wordt als bijgerecht of als nagerecht soort appelcompote	compote van gekookte of gestoofde appelen, die gegeten wordt als bijgerecht of als nagerecht soort appelcompote	1.0	1.0	1.0	0.9346030354499817	0.75135338306427	0.9769660234451294
Appingedammer	substantief	1.0	8340	8341	iemand die afkomstig is uit Appingedam	iemand uit Appingedam	iemand die afkomstig is uit de gemeente Appingedam in de Nederlandse provincie Flevoland	iemand die afkomstig is uit de gemeente Appingedam in de Nederlandse provincie Flevoland	0.796981930732727	0.9324217438697815	0.8593982458114624	0.8457685112953186	0.8521889448165894	1.0
aquameren	werkwoord	1.0	947408	947409	oplossen in een mengsel van water en kaliumhydroxide als een milieuvriendelijke vorm van lijkbezorging	oplossen in water en kaliumhydroxide	oplossen in een mengsel van water en kaliumhydroxide als een milieuvriendelijke vorm van lijkbezorging	oplossen in een mengsel van water en kaliumhydroxide als een milieuvriendelijke vorm van lijkbezorging	0.9999998807907104	0.9999998807907104	0.9999998807907104	0.9412574172019958	0.4464189112186432	0.9501720070838928
aquarium	substantief	1.0	8510	8511	glazen bak die gevuld kan worden met water, zodat er waterplanten, vissen en andere waterdieren in gehouden kunnen worden	visbak	Een aquarium is een ruimte waarin vis wordt gehouden.	Een aquarium is een ruimte waarin vis wordt gehouden.	0.6934664249420166	0.6661722660064697	0.6795454025268555	0.542691707611084	0.8445413708686829	0.5654448866844177
aquarium	substantief	2.0	8510	8512	gebouw met grote aquaria in een dierentuin of natuurmuseum	gebouw in dierentuin	Lange definitie: gebouw, ruimte op het terrein van een dierenpark of dierentuin waar levende vissen worden gehouden in aquaria onder de voor hen juiste klimatologische omstandigheden die door geïnteresseerden bezichtigd kunnen worden	gebouw, ruimte op het terrein van een dierenpark of dierentuin waar levende vissen worden gehouden in aquaria onder de voor hen juiste klimatologische omstandigheden die door geïnteresseerden bezichtigd kunnen worden	0.6920164823532104	0.8282608985900879	0.7540336847305298	0.6916787624359131	0.718477725982666	0.8849352598190308
Arabische luit	verbinding	1.0	901465	901468	tokkelinstrument in de Arabische muziek met een peervormige klankkast, met twaalf snaren en zonder frets, dat de voorvader is van de Europese luit	Arabisch tokkelinstrument	Een Arabische luit is een tokkelinstrument uit de Arabische muziek.	Een Arabische luit is een tokkelinstrument uit de Arabische muziek.	0.846379280090332	0.7408775687217712	0.7901220917701721	0.6417103409767151	0.5852820873260498	0.8779287338256836
arafatsjaal	substantief	1.0	553591	553616	sjaal, meestal zwart-wit gekleurd, die als traditioneel hoofddeksel wordt gedragen door voornamelijk mannen in sommige Arabische landen om hen te beschermen tegen kou, zon, stof en zand, maar die, omdat voormalig PLO-leider Yasser Arafat de sjaal altijd droeg, is verworden tot een symbool van de Palestijnse strijd en later ook als politiek statement en als modieuze accessoire werd gedragen in westerse landen	sjaal door Arafat gedragen	PLO-leider Yasser Arafat de sjaal altijd droeg, is verworden tot een symbool van de Palestijnse strijd en later ook als politiek statement en als modieuze accessoire werd gedragen in westerse landen	PLO-leider Yasser Arafat de sjaal altijd droeg, is verworden tot een symbool van de Palestijnse strijd en later ook als politiek statement en als modieuze accessoire werd gedragen in westerse landen	0.9114786386489868	0.7893346548080444	0.8460207581520081	0.688179612159729	0.5153958797454834	0.30191466212272644
arbeidsauditoraat	substantief	1.0	8582	506169	orgaan met de functie van openbare aanklager verbonden aan een arbeidsrechtbank of arbeidshof in België	OM bij een arbeidsrechtbank	orgaan met de functie van openbaar aanklager verbonden aan een arbeidsrechtbank in België	orgaan met de functie van openbaar aanklager verbonden aan een arbeidsrechtbank in België	0.9653407335281372	0.9496999382972717	0.9574564695358276	0.929275631904602	0.575959324836731	0.9203571081161499
arbeidsweek	substantief	1.0	463049	551883	week beschouwd met betrekking tot het aantal dagen of uren dat men werkt	deel van de week dat men werkt	Lange definitie: week beschouwd met betrekking tot het aantal uren dat men werkt	week beschouwd met betrekking tot het aantal uren dat men werkt	0.9704328179359436	0.9326303601264954	0.9511561393737793	0.9096167683601379	0.5675269365310669	0.9682091474533081
architectuurwedstrijd	substantief	1.0	8989	8990	wedstrijd waarbij architecten worden uitgedaagd een ontwerp te maken voor een bepaald stedenbouwkundig project en het winnende ontwerp als beloning mag worden uitgevoerd	ontwerpwedstrijd voor architecten	Lange definitie: wedstrijd waarbij de deelnemers ergens een ontwerp voor maken en een jury bepaalt wie daarin het beste is geslaagd	wedstrijd waarbij de deelnemers ergens een ontwerp voor maken en een jury bepaalt wie daarin het beste is geslaagd	0.7255489230155945	0.7149397134780884	0.7202052474021912	0.7817745804786682	0.809372067451477	0.938712477684021
Arendonkenaar	substantief	1.0	9074	9075	iemand die afkomstig is uit de gemeente Arendonk	iemand uit Arendonk	iemand die afkomstig is uit de gemeente Arendonk	iemand die afkomstig is uit de gemeente Arendonk	0.9999999403953552	0.9999999403953552	0.9999999403953552	0.9812145829200745	0.8730525374412537	1.0
argumentum ad hominem	substantief	1.0	906710	906711	argument dat niet zakelijk van aard is, maar waarmee op de persoon gespeeld wordt	argument dat niet zakelijk van aard is	Een argumentum ad hominem is een argument dat niet zakelijk van aard is. Een argumentum ad hominem is een argument dat wordt gebruikt om iemand te bekritiseren of te beschuldigen van iets dat hij niet heeft gedaan. Een argumentum ad hominem is een argument dat wordt gebruikt om iemand te bekritiseren of te beschuldigen van iets dat hij niet heeft gedaan. Een argumentum ad hominem is een argument dat wordt gebruikt om iemand te bekritiseren of te beschuldigen van iets dat hij niet heeft gedaan.	Een argumentum ad hominem is een argument dat niet zakelijk van aard is. Een argumentum ad hominem is een argument dat wordt gebruikt om iemand te bekritiseren of te beschuldigen van iets dat hij niet heeft gedaan. Een argumentum ad hominem is een argument dat wordt gebruikt om iemand te bekritiseren of te beschuldigen van iets dat hij niet heeft gedaan. Een argumentum ad hominem is een argument dat wordt gebruikt om iemand te bekritiseren of te beschuldigen van iets dat hij niet heeft gedaan.	0.5982679724693298	0.7461549043655396	0.664077639579773	0.5495123267173767	0.7131030559539795	0.791441798210144
Armeen	substantief	1.0	315136	550034	iemand die behoort tot het Armeense volk	iemand uit Armenië	iemand die behoort tot het Armeense volk	iemand die behoort tot het Armeense volk	1.0	1.0	1.0	0.9843716025352478	0.8659570217132568	1.0
armoedebeleid	substantief	1.0	9213	192140	politiek beleid met betrekking tot de bestrijding van armoede	politiek beleid inzake armoede	Lange definitie: 'politiek beleid ten aanzien van armoede'	'politiek beleid ten aanzien van armoede'	0.8597100973129272	0.8411620855331421	0.8503350019454956	0.8504586815834045	0.841079831123352	0.9912000298500061
aromanis	substantief	1.0	598473	598657	tropische steenvrucht met een oneetbare en stevige, oranje-groene, glanzende schil en geurig, zeer sappig, oranjegeel vruchtvlees	mango	'aromanis' is een geslacht van vlinders uit de familie van de spinneruilen (Noctuidae). De wetenschappelijke naam van het geslacht is voor het eerst geldig gepubliceerd in 1758.	'aromanis' is een geslacht van vlinders uit de familie van de spinneruilen (Noctuidae). De wetenschappelijke naam van het geslacht is voor het eerst geldig gepubliceerd in 1758.	0.501886248588562	0.4852317273616791	0.49341848492622375	0.40695276856422424	0.5086090564727783	0.20146337151527405
Arowaks	adjectief	1.0	426882	598014	van de Arowakken, een indianenvolk dat woont op de Cariben en in het noorden en westen van Zuid-Amerika, waaronder (het kustgebied van) Suriname	van de Arowakken e.d.	Lange definitie: van de Arowakken e.d.	van de Arowakken e.d.	0.7158204913139343	0.5873479843139648	0.6452515125274658	0.25871381163597107	0.8475666046142578	0.3439977467060089
Arowaks	substantief	2.0	426882	598015	geheel van onderling verwante indianentalen, oorspronkelijk gesproken door indianen op de Caraïben en in het noorden en westen van Zuid-Amerika en nu nog alleen in Guyana, noordelijk Suriname, oostelijk Venezuela en Frans-Guyana taal van de Arowakken in Suriname, die in het kustgebied leven	taal van de Arowakken taal van de Arowakken in Suriname	De Arowakse taal is de taal van de Arowakken, met name van de stam die in het kustgebied van Suriname leeft.	De Arowakse taal is de taal van de Arowakken, met name van de stam die in het kustgebied van Suriname leeft.	0.775966227054596	0.7068129777908325	0.7397769689559937	0.597369909286499	0.6742637753486633	0.39127442240715027
Arowaks	adjectief	3.0	426882	598016	behorend tot de taal van de Arowakken, met name van die in Suriname	in, uit, van de taal der Arowakken	Het woord 'Arowaks' betekent 'in, uit, van de taal der Arowakken'.	Het woord 'Arowaks' betekent 'in, uit, van de taal der Arowakken'.	0.7077850699424744	0.7124691009521484	0.7101193070411682	0.517280638217926	0.5336281657218933	0.48507940769195557
Arowaks	substantief	2.1	426882	598037	taal van de Arowakken in Suriname, die in het kustgebied leven	taal van de Arowakken in Suriname	Lange definitie: de taal van de Arowakken, met name van de stam die in het kustgebied van Suriname leeft	de taal van de Arowakken, met name van de stam die in het kustgebied van Suriname leeft	0.8443195819854736	0.9130861759185791	0.8773574829101562	0.9153109192848206	0.7069253325462341	1.0
