Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	model_prediction	bertscore_precision	bertscore_recall	bertscore_f1	comet22_score	cometkiwi_score	xcomet_score
biowaterstof	substantief	1.0	870981	872271	als energiedrager bestemde waterstof die door vergassing of vergisting is gemaakt uit biomassa en/of biologisch afval	waterstof uit biomassa	waterstof die wordt geproduceerd uit biomassa	0.8902733325958252	0.731117844581604	0.8028842210769653	0.6043159365653992	0.7438163161277771	0.9001733660697937
bips	substantief	1.0	21076	21077	deel van het lichaam waarop men zit	achterste	achterste deel van het lichaam	0.8270069360733032	0.8076317310333252	0.8172045350074768	0.7283024191856384	0.5346670150756836	0.7877680063247681
bladzijnummer	substantief	1.0	211974	211975	nummer van een pagina in een boek, krant, tijdschrift of ander geschrift	nummer van een bladzijde	nummer van een bladzijde in een boek of tijdschrift	0.9122924208641052	0.8555737137794495	0.883023202419281	0.8699191212654114	0.7160558700561523	0.9552230834960938
blamen	werkwoord	1.0	948486	948487	iemand of iets ergens de schuld van geven	iemand of iets de schuld geven	iemand of iets de schuld geven van iets	0.8883056640625	0.8655099272727966	0.8767596483230591	0.9080070853233337	0.6986141800880432	0.9224112033843994
blancheertijd	substantief	1.0	21329	600629	hoeveelheid tijd die nodig is om voedsel te blancheren	tijd nodig om voedsel te blancheren	hoeveelheid tijd die nodig is om voedsel te blancheren	1.000000238418579	1.000000238418579	1.000000238418579	0.9726272225379944	0.7968710064888	0.9664614200592041
Blankenbergenaar	substantief	1.0	21351	21352	iemand die afkomstig is uit Blankenberge	iemand uit Blankenberge	iemand die afkomstig is uit Blankenberge	1.0000001192092896	1.0000001192092896	1.0000001192092896	0.9748471975326538	0.8278954029083252	0.9723056554794312
blasé	adjectief	1.0	21384	21385	door verwenning verveeld afgestompt door gewoonte of gewenning	door verwenning verveeld afgestompt door gewenning	door verwenning verveeld afgestompt door of als gevolg van gewenning	0.8928179144859314	0.9080151915550232	0.9003524780273438	0.6835323572158813	0.41680917143821716	0.8425832390785217
blasé	adjectief	1.1	21384	21387	afgestompt door gewoonte of gewenning	afgestompt door gewenning	afgestompt door gewenning aan iets	0.8897359371185303	0.8625708818435669	0.8759428262710571	0.7752074599266052	0.6225781440734863	0.8887327909469604
blauwhelm	substantief	1.0	21454	21455	militair in dienst van de Verenigde Naties	militair bij de VN	militair die deel uitmaakt van een vredesmissie van de Verenigde Naties	0.7609028816223145	0.8666914105415344	0.8103592395782471	0.8873853087425232	0.6905717849731445	0.9410650730133057
blauwhelm	substantief	2.0	21454	555184	blauwe helm, zoals die door VN-soldaten gedragen wordt	helm van een VN-militair	helm van een militair die deel uitmaakt van een vredesmissie van de Verenigde Naties (VN)	0.6719467639923096	0.7027854323387146	0.6870201826095581	0.69925856590271	0.7230110168457031	0.8967927694320679
blauwvintonijn	substantief	1.0	237092	237095	tonijnsoort die populair is als consumptievis, maar die door overbevissing wordt bedreigd	tonijnsoort	tonijn die in de Noordzee en in de Atlantische Oceaan voorkomt en die gekenmerkt wordt door een blauwgrijze rugzijde en een witgekleurde buikzijde	0.6169326901435852	0.6835071444511414	0.6485158205032349	0.5596388578414917	0.5955564975738525	0.4561154842376709
bliek	substantief	1.0	21753	21754	kleine zoetwatervis die sterk lijkt op een jonge brasem, en er alleen maar van onderscheiden kan worden door de wat grovere schubben, de wat stompere snuit en een rode vlek bij de aanzet van de borstvinnen	kleine zoetwatervis	kleine, in zoet water levende vis met een bruine rug, een lichtgele buik en een donkere streep langs de zijkant	0.7843600511550903	0.7126482725143433	0.7467865347862244	0.6716853976249695	0.6763799786567688	0.3969215154647827
bliek	substantief	2.0	21753	21755	jonge haring van tien tot vijftien centimeter lang	jonge haring	jonge, nog onrijpe haring	0.7107274532318115	0.6827243566513062	0.6964445114135742	0.5630527138710022	0.622179388999939	0.8472284078598022
blikskaters	tussenwerpsel	A.1.0	421471	949081	ouderwetse uitroep van verontwaardiging of verbazing, die tegenwoordig vooral ironisch of voor de grap wordt gebruikt	uitroep van verontwaardiging	uitroep waarmee men zijn verontwaardiging over iets uitdrukt	0.7557127475738525	0.6952661275863647	0.7242304086685181	0.7484191060066223	0.6250261068344116	0.7399870157241821
bloedglucosewaarde	substantief	1.0	21959	874667	hoeveelheid glucose die is opgelost in het bloed	hoeveelheid glucose in het bloed	hoeveelheid glucose die is opgelost in het bloed	1.0000003576278687	1.0000003576278687	1.0000003576278687	0.9691521525382996	0.7388468980789185	0.9808261394500732
bloedsuikerwaarde	substantief	1.0	874698	874701	hoeveelheid glucose die is opgelost in het bloed	hoeveelheid glucose in het bloed	hoeveelheid glucose die is opgelost in het bloed	1.0000003576278687	1.0000003576278687	1.0000003576278687	0.969012975692749	0.7352248430252075	0.9748106002807617
bloemenwinkel	substantief	1.0	22174	22175	winkel waar men bloemen en planten kan kopen gebouw waarin een bloemenwinkel gevestigd is ruimte of plaats die eruitziet als een bloemenwinkel door een grote hoeveelheid bloemen en/of planten	winkel voor bloemen en planten gebouw van een bloemenwinkel ruimte met veel bloemen en planten	winkel die gespecialiseerd is in de verkoop van bloemen en planten gebouw waarin een bloemenwinkel gevestigd is ruimte die veel bloemen en planten bevat	0.8151596784591675	0.7977330088615417	0.8063521981239319	0.798713743686676	0.8021977543830872	0.9458594918251038
bloemenwinkel	substantief	1.1	22174	22176	gebouw waarin een bloemenwinkel gevestigd is	gebouw van een bloemenwinkel	gebouw waarin een bloemenwinkel gevestigd is	1.0000001192092896	1.0000001192092896	1.0000001192092896	0.9793550968170166	0.7791163921356201	0.9649320840835571
bloemenwinkel	substantief	1.2	22174	22177	ruimte of plaats die eruitziet als een bloemenwinkel door een grote hoeveelheid bloemen en/of planten	ruimte met veel bloemen en planten	ruimte of gebouw waar veel bloemen en planten te koop worden aangeboden	0.7411816716194153	0.7125002145767212	0.7265579700469971	0.7692975997924805	0.8033304810523987	0.9342657327651978
bloemist	substantief	1.0	22207	22208	iemand die voor zijn beroep boeketten maakt en bloemen en bloeiende planten verkoopt	bloemenverkoper bloemenzaak gebouw met bloemenwinkel	bloemenverkoper gebouw waarin een bloemenwinkel gevestigd is	0.694807767868042	0.6970078349113464	0.6959060430526733	0.5128118991851807	0.6588077545166016	0.5188474655151367
bloemist	substantief	1.1	22207	366571	winkel waar een bloemist werkt die bloemen en planten verkoopt	bloemenzaak	bloemenzaak gebouw waarin een bloemist zijn winkel heeft	0.8074864745140076	0.7854985594749451	0.796340823173523	0.7338411211967468	0.7637375593185425	0.8669971227645874
bloemist	substantief	1.2	22207	366587	gebouw waarin een bloemenwinkel gevestigd is	gebouw met bloemenwinkel	gebouw waarin een bloemenwinkel gevestigd is	1.0000001192092896	1.0000001192092896	1.0000001192092896	0.9790951609611511	0.6885570287704468	0.9386616945266724
blokjesverjaardag	substantief	1.0	932231	943664	verjaardag, bijvoorbeeld in de tijd van een pandemie, waarop je niet al je gasten in één keer uitnodigt maar in blokjes verspreid over de dag, om er zo voor te zorgen dat er niet te veel mensen tegelijk bij elkaar komen om zo de kans op besmetting met een ziekte, zoals COVID-19, te verkleinen	verjaardag gevierd met een blokkenschema	verjaardag van iemand die gevierd wordt met een speciaal blokkenschema	0.7025644779205322	0.6111007928848267	0.6536485552787781	0.3643846809864044	0.5515658855438232	0.42111971974372864
bodemmonster	substantief	1.0	22561	22562	kleine hoeveelheid van het materiaal van de aardbodem, of soms van de bodem van een andere planeet, die wordt afgenomen voor wetenschappelijk onderzoek	hoeveelheid aarde voor onderzoek	hoeveelheid bodem die wordt opgegraven en onderzocht om de samenstelling ervan te bepalen	0.6907291412353516	0.69045090675354	0.690589964389801	0.6171956062316895	0.5411972403526306	0.878886342048645
Boeddhabeeld	substantief	1.0	391788	664076	beeld dat Boeddha voorstelt, de (aanduiding voor de) geestelijk leider prins Siddhartha Gautama Boeddha op wiens leer het boeddhisme teruggaat	beeld van Boeddha	beeld of afbeelding van Boeddha	0.7615472078323364	0.6916396617889404	0.7249119281768799	0.4958667457103729	0.6982660889625549	0.8192340135574341
boeddhist	substantief	1.0	22640	22641	iemand die de leer van Boeddha aanhangt	belijder van het boeddhisme	iemand die het boeddhisme aanhangt	0.914557158946991	0.9008049368858337	0.9076289534568787	0.7930419445037842	0.800747811794281	0.980677604675293
boekenasiel	substantief	1.0	607487	607488	kastje op een openbare plek dat als een ruilplek voor boeken dient, die iedereen daar kan neerzetten, gratis meenemen of terugzetten	openbare boekenkast	openbare boekenkast waar mensen gratis boeken kunnen meenemen	0.7993729114532471	0.696480393409729	0.7443879246711731	0.6719045042991638	0.6578141450881958	0.872186541557312
boekenwurm	substantief	1.0	22767	22768	iemand die heel veel tijd besteedt aan boeken lezen en die zeer veel boeken leest	iemand die veel leest	iemand die veel en graag boeken leest	0.8313130140304565	0.7983952164649963	0.8145216107368469	0.8026724457740784	0.8159272074699402	0.9383677244186401
boekenwurm	substantief	2.0	22767	229680	klein insect zonder vleugels en met zilverachtige schubben, dat ongeveer 2 cm lang wordt en dat zich voedt met vezels van papier en textiel, waardoor het grote schade kan aanrichten in boeken waarin het zich verborgen houdt	papieretend insect	papieretend insectje met een bruin lichaam en lange, dunne poten, dat zich vooral in bibliotheken en archieven ophoudt en daar grote schade aanricht	0.7679659724235535	0.7521436214447021	0.7599723935127258	0.7140889763832092	0.7383170127868652	0.8579832911491394
boektokker	substantief	1.0	958934	981132	iemand die op de socialemedia-app TikTok zijn favoriete boeken bespreekt of boekentips geeft, meestal gebruikmakend van de hashtag #BookTok	tiktokker die boekentips geeft	iemand die op de socialemediasite TikTok video's maakt waarin hij boeken aanbeveelt	0.8143633604049683	0.7383037805557251	0.7744706273078918	0.7212544679641724	0.7582999467849731	0.91466224193573
boer	substantief	1.0	22977	22978	persoon wiens bedrijf bestaat uit landbouw en/of veeteelt	agrariër simpele ziel elfde kaart uit een kaartspel	agrariër iemand met een simpele, onverstoorbare aard	0.6249861121177673	0.6323107481002808	0.6286271214485168	0.43037816882133484	0.39858928322792053	0.3400404453277588
boer	substantief	2.0	22977	22979	lozing van gas vanuit de maag door de mond waarbij een ah-achtig of uh-achtig geluid wordt voortgebracht	gaslozing uit de maag	gaslozing uit de maag die gepaard gaat met een opgeblazen gevoel in de buik	0.7309797406196594	0.7137914896011353	0.7222833633422852	0.6041287183761597	0.4617934823036194	0.5487914681434631
boer	substantief	3.0	22977	22980	oude benaming voor een Afrikaner, iemand die behoort tot het blanke volk van Zuid-Afrika	Afrikaner	iemand die behoort tot het volk van de Afrikaners	0.8726669549942017	0.7799848318099976	0.823727011680603	0.6574692726135254	0.6210348606109619	0.5567677617073059
boer	substantief	1.1	22977	379233	lomp, simpel iemand, die dom of ongemanierd is	simpele ziel	iemand die eenvoudig is in zijn opvattingen en gevoelens	0.6354779005050659	0.6312479376792908	0.6333559155464172	0.5653635859489441	0.6114422678947449	0.6190730333328247
boer	substantief	1.2	22977	379258	kaart uit een kaartspel tussen de tien en de vrouw	elfde kaart uit een kaartspel	elfde kaart uit een kaartspel als die van de boer	0.7809997797012329	0.8244629502296448	0.8021430373191833	0.6584519147872925	0.49643802642822266	0.6024893522262573
boerenkoolpesto	substantief	1.0	607472	607482	pesto met boerenkool als hoofdingrediënt	pesto van boerenkool	pesto met boerenkool als voornaamste ingrediënt	0.9233242273330688	0.9488059282302856	0.9358916282653809	0.9415068030357361	0.6627412438392639	0.9559652805328369
boksbond	substantief	1.0	23206	23207	vereniging die de belangen van de bokssport behartigt	belangenvereniging voor boksers	vereniging die de belangen van de boksers behartigt	0.9502652883529663	0.936302661895752	0.9432322978973389	0.9430500268936157	0.8017279505729675	0.9617754220962524
bokswedstrijd	substantief	1.0	23230	23231	wedstrijd waarbij twee boksers gedurende een aantal ronden van een bepaalde tijd elkaar zodanig proberen te raken dat de ander buiten westen raakt (overwinning op knock-out) of aan het einde van de wedstrijd naar het oordeel van de jury minder rake klappen heeft uitgedeeld (overwinning op punten)	wedstrijd in het boksen	wedstrijd in het boksen tussen twee deelnemers	0.7369630336761475	0.6015543341636658	0.6624094843864441	0.357684463262558	0.6549131274223328	0.3498031497001648
Boliviaanse	substantief	1.0	23299	23300	vrouw die behoort tot het Boliviaanse volk	vrouw uit Bolivia	vrouw die behoort tot het Boliviaanse volk	0.9999999403953552	0.9999999403953552	0.9999999403953552	0.9797865748405457	0.7550674080848694	0.9587596654891968
bolknak	substantief	1.0	23303	23304	knaksigaar waarvan het vuureinde taps toeloopt in een bolle punt	knaksigaar met bolvormig vuureinde	knaksigaar met een bolvormig vuureinde	0.8517301678657532	0.7905439734458923	0.819997251033783	0.6969010829925537	0.6028579473495483	0.8910408020019531
bombeltijd	substantief	1.0	598750	600497	periode waarin het is toegestaan krachtig knalvuurwerk af te steken	tijd voor knalvuurwerk	tijd van het jaar waarin het legaal is om knalvuurwerk af te steken	0.8410254716873169	0.8626291751861572	0.8516903519630432	0.8772730231285095	0.42700260877609253	0.9292720556259155
bondsdag	substantief	1.0	23527	23528	bestuurlijke instelling van de volksvertegenwoordiging van de Bondsrepubliek Duitsland	Duits parlement	Duits parlement, de wetgevende macht in Duitsland	0.7686932682991028	0.7095909118652344	0.737960696220398	0.7686024308204651	0.6405566930770874	0.8249759674072266
bondsdag	substantief	2.0	23527	544608	bijeenkomst gedurende een dag of een ruim deel daarvan, in het bredere verband van een bond ten behoeve van de verschillende afdelingen georganiseerd voor een activiteit of bezigheid	bijeenkomst van een bond	bijeenkomst van de leden van een bond	0.8325093984603882	0.6726135015487671	0.7440682649612427	0.518863320350647	0.6172702312469482	0.5762796401977539
bonte knaagkever	verbinding	1.0	318421	894826	vraatzuchtige kever met een bruin lichaam en fijn behaarde dekschilden die zich vooral ook in het larvenstadium bij voorkeur voedt met eikenhout en daardoor vaak grote schade aanricht aan meubels e.d. verzameling bonte knaagkevers, voorgesteld als een plaag waardoor hout wordt aangetast	grote houtwormkever verzameling vraatzuchtige kevers	grote houtwormkever met een bruin lichaam en fijn behaarde dekschilden verzameling bontgekleurde kevers die zich vooral voeden met hout	0.8344055414199829	0.7133833765983582	0.7691630721092224	0.6043345332145691	0.6143965125083923	0.5957362055778503
